"YEAR","CASEID","SERIAL","STATEFIP","METRO","METAREA","FAMINCOME","HH_SIZE","HHTENURE","HH_CHILD","HH_NUMKIDS","AGEYCHILD","PERNUM","LINENO","DAY","DATE","WT06","AGE","SEX","RACE","HISPAN","ASIAN","MARST","CITIZEN","BPL","EDUC","EDUCYRS","EMPSTAT","MULTJOBS","CLWKR","OCC2","OCC","IND2","IND","FULLPART","UHRSWORKT","EARNWEEK","PAIDHOUR","HOURWAGE","SPOUSEPRES","SPAGE","SPSEX","SPRACE","SPHISPAN","SPEDUC","SPEMPNOT","SPEMPSTAT","SPUSUALHRS","SPEARNWEEK","KIDUND18","HH_NUMOWNKIDS","KIDUND13","KIDUND1","KID1TO2","KID3TO5","KID6TO12","KID13TO17","SCC_ALL","SCC_HH","ECYEST","ECPRIOR","ECFREQ","ACT_CAREHH","ACT_CARENHH","ACT_EDUC","ACT_FOOD","ACT_GOVSERV","ACT_HHACT","ACT_HHSERV","ACT_PCARE","ACT_PHONE","ACT_PROFSERV","ACT_PURCH","ACT_RELIG","ACT_SOCIAL","ACT_SPORTS","ACT_TRAVEL","ACT_VOL","ACT_WORK","adultcare","childcare","primary_childcare","routine_housework"
2024,20240504241243,3250,51,2,8841,14,3,1,0,0,999,1,1,7,20240511,7037697.409271000,59,2,100,100,999,1,1,9900,32,214,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,62,1,100,100,41,0,4,999,99999.98,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,60,0,173,0,722,150,0,0,15,320,0,0,0,0,0,0,0,120
2024,20240504241247,3251,39,2,1681,14,2,1,0,0,999,1,1,7,20240518,3828570.179102000,65,2,100,100,999,1,1,9900,31,214,1,0,4,127,3255,251,8270,1,36,692.3,1,21.0,1,61,1,100,100,31,1,1,40,1346.15,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,90,0,495,0,350,0,0,60,0,355,0,90,0,0,0,0,0,408
2024,20240504241249,3252,28,2,0,5,1,2,0,0,999,1,1,7,20240511,2222853.246581000,66,2,110,100,999,3,1,9900,30,213,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,30,0,75,0,1110,0,0,0,0,165,0,60,0,0,0,0,0,75
2024,20240504241250,3253,1,3,1800,14,1,1,0,0,999,1,1,5,20240530,7231871.281272000,80,2,100,100,999,3,1,9900,21,112,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,105,0,360,0,735,0,0,0,0,240,0,0,0,0,0,0,0,360
2024,20240504241251,3254,48,3,0,9,2,1,0,0,999,1,1,5,20240523,14222300.58199500,68,1,100,210,999,4,1,9900,14,109,1,0,4,133,4230,260,8590,1,50,334.0,1,16.7,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,125,0,163,0,515,0,0,0,0,58,0,40,0,517,0,0,0,40
2024,20240504241256,3255,27,2,0,14,6,1,1,2,12,1,1,4,20240529,13679114.48098100,65,2,100,100,999,4,1,9900,30,214,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,15,0,660,0,420,0,0,0,0,345,0,0,0,0,0,0,0,300
2024,20240504241257,3256,48,2,0,13,2,1,0,0,999,1,1,2,20240506,33822651.69052500,50,2,100,210,999,6,1,9900,20,112,1,0,1,130,3602,300,9370,2,9995,830.0,1,20.75,2,56,1,100,100,21,1,1,995,99999.98,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,15,0,235,30,660,0,120,0,0,260,0,120,0,0,0,0,0,235
2024,20240504241259,3257,47,2,0,11,1,1,0,0,999,1,1,7,20240511,3266495.523030000,66,2,100,100,999,3,1,9900,40,217,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,15,0,190,0,660,45,0,135,0,285,0,110,0,0,0,0,0,40
2024,20240504241266,3258,4,2,0,16,2,1,0,0,999,1,1,6,20240517,10714352.62006100,61,1,100,100,999,1,1,9900,41,316,1,0,4,140,4850,133,3390,1,50,2884.61,2,999.99,1,55,2,100,100,40,1,1,32,350.0,0,0,0,0,0,0,0,0,0,0,99,96,99,0,0,0,65,0,75,0,493,0,0,0,0,45,30,125,0,577,0,0,0,75
2024,20240504241273,3259,29,1,0,9,1,2,0,0,999,1,1,1,20240512,4276246.309970000,31,2,110,100,999,6,1,9900,41,316,2,0,5,125,2545,252,8470,2,30,400.0,1,17.0,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,10,0,325,0,936,0,0,5,0,110,19,35,0,0,0,0,0,300
2024,20240504241279,3260,4,1,0,13,1,1,0,0,999,1,1,1,20240519,4338653.266363000,39,1,100,210,999,6,1,9900,40,217,1,1,2,111,726,240,7870,1,55,1500.0,2,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,60,0,0,0,675,0,0,0,0,555,0,150,0,0,0,0,0,0
2024,20240504241281,3261,12,2,5960,14,4,2,1,2,9,1,1,1,20240519,9665220.069910000,46,1,131,100,10,1,5,52100,41,316,1,0,4,120,1108,220,7380,1,40,1730.76,2,999.99,1,41,2,131,100,40,0,3,999,99999.98,1,2,1,0,0,0,1,1,810,810,99,0,99,0,0,0,165,0,285,0,610,30,0,0,0,265,60,20,0,5,0,0,0,265
2024,20240504241290,3262,53,1,7601,9,3,2,1,2,3,1,1,6,20240517,9483251.688459000,35,2,100,100,999,6,1,9900,21,112,1,0,4,120,1108,160,5391,1,40,725.0,1,21.0,3,999,99,9999,9999,999,99,99,999,99999.99,1,2,1,0,0,1,1,0,85,85,99,0,99,90,0,0,75,0,145,0,535,0,0,0,0,30,0,80,0,485,0,90,90,145
2024,20240504241294,3263,34,2,5601,15,1,2,0,0,999,1,1,7,20240518,2386083.491178000,58,2,100,210,999,4,4,20000,41,316,1,0,4,126,2830,231,7590,1,40,1346.15,2,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,25,0,150,0,589,0,0,15,0,495,0,6,0,0,0,0,0,115
2024,20240504241299,3264,27,2,0,14,1,2,0,0,999,1,1,3,20240507,12971710.04651100,30,1,100,100,999,6,1,9900,32,214,1,0,4,120,1050,220,7390,1,45,1442.3,2,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,90,0,15,0,570,0,0,30,0,180,0,45,0,480,0,0,0,15
2024,20240504241301,3265,51,2,0,15,1,1,0,0,999,1,1,7,20240518,5090370.800767000,50,1,110,100,999,4,1,9900,41,316,1,0,3,110,230,240,7860,1,40,1923.07,2,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,90,0,0,0,700,0,0,1,0,459,0,190,0,0,0,0,0,0
2024,20240504241314,3266,24,4,0,16,4,1,0,0,999,1,1,3,20240528,21125651.93833400,43,1,100,100,999,1,1,9900,32,214,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,41,2,100,100,21,1,1,40,1288.46,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,15,0,0,0,870,0,0,0,30,480,45,0,0,0,0,0,0,0
2024,20240504241319,3267,45,3,0,14,1,1,0,0,999,1,1,4,20240522,5550705.796717000,80,1,100,100,999,3,1,9900,30,214,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,55,0,158,30,660,0,0,0,0,437,0,100,0,0,0,0,0,128
2024,20240504241322,3268,23,3,6401,7,4,1,1,1,2,1,1,4,20240522,10200451.71508300,85,2,100,100,999,3,1,9900,21,112,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,170,170,99,0,99,0,0,0,180,0,455,0,565,0,0,0,60,120,0,0,60,0,0,0,0,335
2024,20240504241323,3269,26,2,2161,15,1,2,0,0,999,1,1,4,20240501,17757340.27488500,26,1,131,100,20,6,1,9900,40,217,1,0,4,121,1460,135,3570,1,40,2076.92,2,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,30,0,71,15,355,61,0,2,0,293,60,114,0,439,0,0,0,20
2024,20240504241326,3270,39,2,1681,15,1,1,0,0,999,1,1,3,20240514,21011540.30925400,41,2,100,100,999,6,1,9900,40,217,1,0,4,111,850,200,6970,1,37,2538.46,2,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,75,0,55,0,590,0,0,0,0,60,85,65,0,510,0,0,0,55
2024,20240504241327,3271,6,1,4481,10,4,2,1,2,1,1,1,2,20240513,11833421.78371400,32,2,100,100,999,1,5,55100,41,316,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,32,1,100,100,41,1,1,40,2384.0,1,2,1,0,1,1,0,0,540,540,99,0,99,315,0,0,55,0,305,0,425,0,0,0,0,245,30,20,0,0,5,310,215,305
2024,20240504241342,3272,39,2,0,15,2,1,0,0,999,1,1,7,20240504,3746970.469102000,68,1,100,100,999,1,1,9900,40,217,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,68,2,100,100,41,0,3,999,99999.98,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,60,0,70,0,680,0,0,20,0,590,0,20,0,0,0,0,0,10
2024,20240504241343,3273,30,4,0,16,3,1,1,1,8,1,1,5,20240509,13807883.39476300,42,1,100,210,999,1,1,9900,40,217,1,0,5,130,3645,250,8191,1,36,750.0,1,24.0,1,40,2,100,100,41,1,1,50,2269.23,1,1,1,0,0,0,1,0,50,50,99,0,99,37,0,0,32,0,20,0,527,0,0,55,0,137,0,123,0,509,0,37,37,20
2024,20240504241344,3274,26,2,0,13,4,1,1,2,7,1,1,3,20240507,21476230.83617100,43,2,100,100,999,1,1,9900,40,217,1,0,5,123,2012,252,8370,1,36,972.0,1,27.0,1,45,1,100,100,40,1,1,40,1604.8,1,2,1,0,0,0,1,1,229,229,0,1,4,134,0,0,44,0,135,0,435,0,0,0,0,105,90,8,0,444,0,134,74,135
2024,20240504241346,3275,12,2,0,11,1,1,0,0,999,1,1,7,20240525,5264959.877612000,80,1,100,100,999,3,1,9900,21,112,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,90,0,105,0,798,0,60,105,0,225,0,57,0,0,0,0,0,105
2024,20240504241355,3276,6,1,0,13,1,1,0,0,999,1,1,5,20240523,10531945.97157200,80,2,100,100,999,3,1,9900,21,112,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,75,0,150,0,690,0,0,0,0,525,0,0,0,0,0,0,0,30
2024,20240504241358,3277,6,1,4481,15,2,1,0,0,999,1,1,7,20240504,3381804.390980000,75,1,100,100,999,1,1,9900,40,217,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,74,2,100,100,40,0,4,999,99999.98,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,100,0,63,0,493,0,0,0,0,784,0,0,0,0,0,0,0,53
2024,20240504241359,3278,48,1,0,15,1,1,0,0,999,1,1,7,20240518,3244389.743806000,79,1,100,100,999,4,1,9900,40,217,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,270,0,150,0,594,0,0,0,0,270,15,96,0,0,0,0,0,0
2024,20240504241364,3279,29,2,0,7,4,2,1,3,9,1,1,7,20240504,4544842.079938000,32,2,110,100,999,6,1,9900,21,112,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,1,3,1,0,0,0,1,1,560,560,99,0,99,0,0,0,15,0,20,0,760,0,0,10,0,605,0,30,0,0,0,0,0,20
2024,20240504241368,3280,42,1,0,15,1,1,0,0,999,1,1,2,20240527,9152107.807552000,72,1,110,100,999,4,1,9900,40,217,1,0,5,110,420,252,8370,1,40,961.53,2,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,30,0,15,0,480,0,0,0,0,630,255,30,0,0,0,0,0,15
2024,20240504241372,3281,12,2,5000,13,2,1,0,0,999,1,1,5,20240516,8893093.922748000,70,2,131,100,20,1,4,51400,40,217,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,70,1,110,100,30,1,1,3,99999.98,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,150,0,595,0,435,105,0,0,0,145,10,0,0,0,0,0,0,85
2024,20240504241379,3282,29,2,0,14,2,1,0,0,999,1,1,7,20240525,6932516.528720000,70,1,100,100,999,1,1,9900,21,112,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,69,2,100,100,21,1,1,14,490.0,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,75,0,10,0,270,0,0,0,0,330,0,30,725,0,0,0,0,10
2024,20240504241380,3283,4,1,0,15,5,1,1,3,9,1,1,5,20240530,46152133.42586700,40,2,100,210,999,1,1,9900,41,316,1,0,4,127,3257,250,8191,1,40,2500.0,2,999.99,1,41,1,120,100,30,0,3,999,99999.98,1,3,1,0,0,0,1,1,449,449,99,0,99,0,0,0,70,0,30,0,581,0,0,0,0,190,29,70,0,470,0,0,0,30
2024,20240504241383,3284,25,1,1122,8,3,2,0,0,999,1,1,3,20240521,13667827.81035100,43,1,100,100,999,6,4,53200,40,217,3,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,96,99,0,0,0,150,0,0,0,715,0,0,0,0,475,0,60,0,40,0,0,0,0
2024,20240504241385,3285,54,4,0,12,4,1,1,2,10,1,1,3,20240507,9252774.988774000,38,2,100,100,999,1,1,9900,40,217,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,38,1,100,100,30,1,1,40,625.0,1,2,1,0,0,0,1,1,540,540,99,0,99,240,5,0,120,0,180,0,580,0,0,60,0,240,0,15,0,0,5,240,240,180
2024,20240504241386,3286,41,2,0,13,2,1,0,0,999,1,1,1,20240505,3709033.156863000,76,2,100,100,999,1,3,15000,21,112,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,72,1,100,100,40,0,4,999,99999.98,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,180,0,60,0,555,0,0,260,0,270,60,55,0,0,0,0,0,60
2024,20240504241387,3287,55,2,5081,13,2,1,0,0,999,1,1,4,20240515,13010790.67289400,70,1,100,100,999,1,1,9900,21,112,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,76,2,100,100,40,0,3,999,99999.98,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,50,0,510,0,415,0,0,30,0,405,0,30,0,0,0,0,0,30
2024,20240504241388,3288,56,3,0,10,4,2,1,2,3,1,1,5,20240523,19957796.55860300,28,1,100,100,999,1,1,9900,21,112,1,0,4,150,5240,160,5391,1,36,1155.6,1,32.1,1,26,2,100,100,21,1,1,2,140.0,1,2,1,0,0,1,1,0,235,235,99,0,99,200,0,0,55,0,60,0,810,0,0,0,0,195,45,75,0,0,0,200,80,45
2024,20240504241391,3289,51,2,8841,11,2,1,0,0,999,1,1,1,20240505,4229428.051727000,73,1,100,100,999,3,1,9900,30,213,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,15,0,270,0,420,0,0,0,140,585,0,10,0,0,0,0,0,270
2024,20240504241394,3290,50,3,0,15,2,2,0,0,999,1,1,7,20240518,4523552.618582000,35,2,100,100,999,1,1,9900,40,217,1,0,4,140,4700,160,5470,1,40,1230.76,2,999.99,1,34,1,100,100,30,1,1,40,1538.46,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,60,0,30,0,780,0,0,0,0,270,240,60,0,0,0,0,0,30
2024,20240504241395,3291,6,1,0,16,3,1,1,1,0,1,1,7,20240504,7226784.318956000,33,1,100,100,999,1,3,50220,42,320,2,0,4,127,3090,231,7580,1,40,2307.46,1,99.0,1,32,2,131,100,42,1,2,40,2884.61,1,1,1,1,0,0,0,0,665,665,99,0,99,225,0,0,120,0,290,0,566,15,0,85,0,0,120,4,0,15,0,225,225,230
2024,20240504241396,3292,53,2,6400,13,2,1,0,0,999,1,1,4,20240522,7016927.591221000,74,1,100,100,999,1,1,9900,30,213,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,69,2,131,100,30,0,3,999,99999.98,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,135,0,295,0,645,0,0,60,0,180,0,30,0,0,0,0,0,285
2024,20240504241413,3293,21,4,0,7,4,1,1,2,1,1,1,4,20240508,19402549.04435700,27,1,100,100,999,1,1,9900,21,112,1,0,4,190,8100,138,3970,1,40,528.0,1,13.2,1,27,2,100,100,21,1,1,40,99999.98,1,2,1,0,1,0,1,0,198,198,99,0,99,32,0,0,45,0,0,0,675,0,0,0,0,213,0,20,0,455,0,32,32,0
2024,20240504241426,3294,45,2,3160,14,7,1,1,2,14,1,1,1,20240505,11399476.06003100,52,2,100,100,999,1,1,9900,40,217,1,1,7,140,4760,160,5370,2,13,99999.99,99,999.99,1,53,1,100,100,32,0,5,999,99999.98,1,2,0,0,0,0,0,1,0,0,99,0,99,10,0,0,45,0,91,0,430,35,0,60,319,135,0,190,0,0,10,0,0,80
2024,20240504241428,3295,48,2,1921,16,2,2,0,0,999,1,1,6,20240517,24975997.29692500,29,1,100,100,999,6,1,9900,40,217,1,0,4,121,1460,220,7290,1,40,1800.0,1,45.0,2,27,2,100,210,40,1,1,40,923.07,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,60,0,20,0,520,0,0,0,0,210,30,65,0,520,0,0,0,20
2024,20240504241439,3296,26,2,2161,13,2,1,0,0,999,1,1,6,20240517,10722355.39768800,64,1,100,100,999,1,1,9900,40,217,1,0,2,111,800,240,7870,1,40,1076.92,2,999.99,1,65,2,100,100,43,1,1,16,240.0,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,90,0,215,0,535,0,0,0,0,600,0,0,0,0,0,0,0,120
2024,20240504241440,3297,53,1,0,9,1,1,0,0,999,1,1,4,20240508,10886594.62251500,62,2,100,100,999,3,1,9900,40,217,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,30,0,60,0,540,90,0,0,0,665,0,55,0,0,0,0,0,60
2024,20240504241441,3298,32,1,0,6,2,1,0,0,999,1,1,7,20240518,4124127.624067000,70,1,100,244,999,1,4,30005,40,217,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,65,2,100,244,32,0,3,999,99999.98,0,0,0,0,0,0,0,0,0,0,99,0,99,0,120,0,30,0,120,0,745,0,0,0,0,310,15,100,0,0,120,0,0,0
2024,20240504241442,3299,34,2,5601,14,1,2,0,0,999,1,1,6,20240524,21331848.86121000,29,2,100,100,999,6,1,9900,41,316,1,0,4,125,2555,240,7890,1,40,1600.0,1,40.0,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,120,0,0,0,650,0,0,30,0,565,60,15,0,0,0,0,0,0
2024,20240504241448,3300,36,3,0,6,2,2,0,0,999,1,1,1,20240519,11315660.47150300,28,2,100,100,999,6,1,9900,40,217,1,0,4,132,4010,271,8680,1,47,1143.2,1,22.33,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,30,0,120,0,613,0,0,70,0,0,0,127,0,480,0,0,0,120
2024,20240504241449,3301,37,3,0,14,3,1,0,0,999,1,1,1,20240512,6691414.965391000,56,2,100,100,999,1,1,9900,41,316,1,0,2,125,2310,240,7860,1,40,1240.38,2,999.99,1,80,1,100,100,40,1,1,40,99999.98,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,145,0,10,0,615,0,0,0,90,465,0,85,0,0,0,0,0,10
2024,20240504241458,3302,47,2,0,16,1,1,0,0,999,1,1,7,20240511,3266495.523030000,69,2,100,100,999,4,1,9900,40,217,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,25,0,540,0,520,0,0,0,85,200,0,40,30,0,0,0,0,135
2024,20240504241466,3303,29,2,0,12,2,1,0,0,999,1,1,7,20240518,6932516.528720000,72,1,100,100,999,1,1,9900,21,112,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,67,2,100,100,41,0,4,999,99999.98,0,0,0,0,0,0,0,0,0,0,99,96,99,0,0,0,20,0,100,0,570,0,0,20,0,240,0,490,0,0,0,0,0,100
2024,20240504241471,3304,6,2,0,16,2,2,0,0,999,1,1,1,20240519,10515511.38809600,27,2,110,210,999,1,1,9900,41,316,1,0,4,122,1970,220,7460,1,40,1365.38,2,999.99,1,38,1,100,220,41,1,1,50,1880.0,0,0,0,0,0,0,0,0,0,0,99,0,99,35,0,0,105,0,60,0,742,0,0,15,0,358,0,85,0,0,35,0,0,60
2024,20240504241472,3305,12,2,0,4,1,1,0,0,999,1,1,5,20240530,10473280.55302200,66,2,100,100,999,3,1,9900,21,112,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,45,0,413,0,532,0,0,0,0,37,407,6,0,0,0,0,0,80
2024,20240504241473,3306,45,3,0,15,5,1,1,1,6,1,1,1,20240505,7411688.123760000,61,2,131,100,60,1,4,51800,12,105,1,0,4,190,7750,142,1590,1,40,560.0,1,14.0,1,67,1,131,100,15,1,1,40,640.0,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,180,0,240,0,765,0,0,0,120,0,0,135,0,0,0,0,0,240
2024,20240504241479,3307,48,2,2310,15,2,1,0,0,999,1,1,1,20240505,5301752.831286000,48,2,100,100,999,1,1,9900,31,216,2,0,4,127,3255,250,8191,1,36,1500.0,1,42.0,1,48,1,100,100,31,0,3,999,99999.98,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,32,0,573,0,515,0,0,40,0,240,0,40,0,0,0,0,0,482
2024,20240504241480,3308,29,2,0,10,2,1,0,0,999,1,1,5,20240509,5807726.369590000,78,2,100,100,999,1,1,9900,40,217,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,80,1,100,100,40,0,4,999,99999.98,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,45,0,625,0,590,0,0,0,60,120,0,0,0,0,0,0,0,450
2024,20240504241486,3309,36,3,0,14,2,1,0,0,999,1,1,7,20240518,6154957.220083000,30,1,100,100,999,6,1,9900,40,217,1,0,5,110,440,240,7870,1,40,1711.53,2,999.99,2,27,2,100,100,40,1,1,40,1038.46,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,90,0,315,0,655,0,0,0,0,360,0,20,0,0,0,0,0,0
2024,20240504241488,3310,25,2,0,10,4,2,1,3,1,1,1,5,20240523,2559477.539012000,69,2,100,100,999,6,1,9900,32,214,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,1,2,1,0,0,0,1,0,315,315,0,1,4,395,0,0,20,0,270,0,480,0,0,0,0,175,0,100,0,0,0,395,225,270
2024,20240504241490,3311,1,4,0,9,1,1,0,0,999,1,1,1,20240512,2239819.348354000,80,2,100,100,999,4,1,9900,41,316,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,85,0,101,0,570,0,0,30,15,479,0,160,0,0,0,0,0,71
2024,20240504241494,3312,53,1,7601,16,4,1,1,2,11,1,1,4,20240522,10405147.90457800,48,2,100,100,999,1,1,9900,40,217,1,1,4,110,51,220,7380,1,60,2884.61,2,999.99,1,46,1,100,100,40,1,1,55,2884.61,1,2,1,0,0,0,1,1,293,293,99,0,99,107,0,0,75,0,195,0,525,0,0,0,0,60,0,50,0,428,0,107,107,135
2024,20240504241507,3313,39,4,0,6,1,1,0,0,999,1,1,4,20240515,13623135.40231400,51,1,100,100,999,3,1,9900,21,112,1,0,4,160,6130,101,270,1,40,1000.0,2,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,45,0,109,0,590,0,0,0,0,240,0,30,0,426,0,0,0,74
2024,20240504241510,3314,12,1,5000,1,1,2,0,0,999,1,1,4,20240508,14742302.86134100,31,1,100,100,999,4,3,46530,32,214,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,30,0,0,0,600,0,20,0,0,750,0,40,0,0,0,0,0,0
2024,20240504241512,3315,48,2,0,14,2,1,0,0,999,1,1,3,20240514,35237502.73279800,28,1,100,210,999,1,1,9900,40,217,1,1,5,125,2320,240,7860,1,58,1153.84,2,999.99,1,28,2,100,210,40,1,1,40,1153.84,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,40,0,30,0,495,0,0,0,0,75,0,110,0,690,0,0,0,30
2024,20240504241515,3316,19,1,0,10,2,2,0,0,999,1,1,7,20240511,4587271.140551000,52,2,100,100,999,4,1,9900,21,112,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,3,999,99,9999,9999,999,99,99,999,99999.99,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,30,0,13,0,750,0,0,0,0,647,0,0,0,0,0,0,0,3
2024,20240504241525,3317,6,1,4481,13,3,1,1,1,14,1,1,7,20240518,8080637.627784000,40,2,100,210,999,1,5,20000,14,109,5,99,99,9999,99999,9999,99999,99,9999,99999.99,99,999.99,1,41,1,100,210,14,0,3,999,1560.0,1,1,0,0,0,0,0,1,0,0,99,0,99,0,0,0,70,0,330,0,655,0,0,210,0,125,0,50,0,0,0,0,0,330
2024,20240504241526,3318,53,1,7601,16,4,1,1,2,7,1,1,2,20240513,17871795.52280000,44,2,100,100,999,1,1,9900,41,316,1,1,4,111,750,231,7580,1,48,2884.61,2,999.99,1,38,1,100,100,40,1,1,48,2884.61,1,2,1,0,0,0,1,0,60,60,99,0,99,185,0,0,60,0,0,0,450,0,0,10,0,90,90,105,0,450,0,185,65,0
